code,country,age_midage,age_old,age_veryold,age_veryyoung,age_young,code_numeric,education,fhpolrigaug,laborshare,lpop,lrgdpch,medage,nsave,polity4,socialist,year,year_numeric,sample,worldincome,worlddemocracy,samplebalancefe,samplebalancegmm
SLV,El Salvador,0.1484983,0.0839822,0.0456062,0.4638487,0.2580645,166,2.286,0.8333333,0.2386101,8.188133,8.328597,16.7,0.1353317,0.5,0,1970,35,1,10.85892,0.3220645,1,1
SOM,Somalia,0.1510272,0.0927263,0.0491394,0.455025,0.2520822,167,,0,0.3099542,8.188967,,17.2,,0.15,0,1970,35,1,,,,
SWE,Sweden,0.1745617,0.1939575,0.1958224,0.20838,0.2272784,172,7.466,1,0.4552794,8.992558,9.604271,35.4,0.2666324,1,0,1970,35,1,12.71681,0.3629419,1,1
SYR,Syrian Arab Republic,0.1425891,0.0797373,0.0469043,0.4793621,0.2514071,175,1.67,0,0.2269606,8.741456,7.405792,16,0.1022059,0.05,0,1970,35,1,6.505663,0.1387054,1,1
TCD,Chad,0.1674331,0.1060319,0.0581553,0.4203408,0.2480389,176,,0.1666667,,8.203031,7.073476,19.1,0.1030273,0.05,0,1970,35,1,3.964323,0.1024426,1,1
TGO,Togo,0.1544191,0.0913605,0.0491559,0.448858,0.2562065,177,0.485,0,0.4548652,7.607878,7.242382,17.5,0.2594702,0.15,0,1970,35,1,17.47175,0.4690178,1,
THA,Thailand,0.1612752,0.0859325,0.0489507,0.4489948,0.2548468,178,3.535,0,0.1641803,10.48417,7.507953,17.4,0.2116689,0.6,0,1970,35,1,11.87336,0.3003324,1,1
TTO,Trinidad and Tobago,0.1419753,0.1080247,0.0668724,0.4207819,0.2623457,182,4.542,0.8333333,0.3914347,6.878326,8.792037,18.5,0.2695748,0.9,0,1970,35,1,17.27551,0.5453992,1,1
TUN,Tunisia,0.148538,0.1003899,0.0619883,0.4621832,0.2269006,183,0.914,0.1666667,0.4263296,8.542276,7.851063,16.8,0.1839598,0.1,0,1970,35,1,14.83502,0.3977339,1,
TUR,Turkey,0.1701834,0.0967742,0.0678579,0.4154607,0.2497238,184,2.162,0.6666667,0.2663003,10.47223,8.19382,19,0.1796117,0.9,0,1970,35,1,6.126719,0.1260166,1,1
TWN,Taiwan,,,,,,186,4.391,0.1666667,0.2650118,,7.93372,,0.2543129,0.1,0,1970,35,1,,,1,
TZA,Tanzania,0.1517883,0.0819279,0.0396191,0.4675778,0.2590869,187,,0.1666667,0.398132,9.524714,6.336952,16.6,0.284527,0.15,0,1970,35,1,5.262203,0.1375392,1,
UGA,Uganda,0.1459792,0.0828559,0.041481,0.4687036,0.2609803,188,1.047,0,,9.191361,6.409434,16.5,0.0950309,0.15,0,1970,35,1,4.868749,0.1313916,1,1
URY,Uruguay,0.2051282,0.1606125,0.1289174,0.2792023,0.2261396,191,5.231,0.6666667,,7.940228,8.721114,29.6,0.0208005,0.9,0,1970,35,1,8.530471,0.1783337,1,1
USA,United States,0.1705186,0.1639649,0.1407916,0.2834631,0.2412618,192,9.788,1,0.4300049,12.23102,9.70207,28.2,0.1838128,1,0,1970,35,1,3.653801,0.0977126,1,1
VEN,"Venezuela, RB",0.1500793,0.0871187,0.0476635,0.456394,0.2587445,196,2.925,0.8333333,0.3120439,9.27996,9.261748,17.1,0.3690376,0.95,0,1970,35,1,9.148422,0.2791457,1,1
VNM,Vietnam,0.154922,0.1121471,0.0752232,0.4410126,0.216695,197,,,,10.66263,,18,,,0,1970,35,1,0.6090268,0.0147115,,
VNM_N,"Vietnam, North",,,,,,198,,0,,,,,,0.15,0,1970,35,1,0.6090268,0.0147115,,
VNM_S,"Vietnam, South",,,,,,199,,0.5,,,,,,0.35,0,1970,35,1,0.6090268,0.0147115,,
YEM_N,"Yemen, N.Arab",,,,,,204,,0.5,,,,,,0.35,0,1970,35,1,,,,
ZAF,South Africa,0.1615836,0.0991746,0.0545085,0.4269321,0.2578011,208,4.466,0.8333333,0.5020504,10.00274,8.836061,18.6,0.1944488,0.7,0,1970,35,1,8.058482,0.2316449,1,1
ZAR,"Congo, Dem. Rep.",0.1564897,0.0873216,0.0455296,0.4508786,0.2597806,209,0.894,0,,9.920738,6.96187,17.5,0.1234568,0.05,0,1970,35,1,4.581933,0.1215624,1,1
ZMB,Zambia,0.1523179,0.0846736,0.0418638,0.4645222,0.2566225,210,2.033,0.3333333,0.2962115,8.340218,7.196794,16.8,0.4505753,0.5,0,1970,35,1,14.48923,0.3881711,1,
ZWE,Zimbabwe,0.1411719,0.0843164,0.0487333,0.4838523,0.2419261,211,1.856,0.1666667,0.4118744,8.54811,7.675437,15.8,0.1837254,0.7,0,1970,35,1,6.963446,0.194862,,
ADO,Andorra,,,,,,1,,,,,,,,,0,1975,36,1,,,,
AFG,Afghanistan,0.1601864,0.0942478,0.0468804,0.4377826,0.2609028,2,0.727,0,,9.549523,,18,,0.15,0,1975,36,1,,,,
ARG,Argentina,0.1903409,0.1549447,0.1140587,0.2921913,0.2484644,6,5.845,0.8333333,0.198948,10.16774,9.20284,27.3,0.2928642,0.8,0,1975,36,1,3.102201,0.072371,1,1
AUS,Australia,0.1813408,0.1579629,0.1278953,0.2758596,0.2569414,9,9.808,1,0.5442806,9.539141,9.657485,28,0.240812,1,0,1975,36,1,6.569132,0.1792695,1,1
AUT,Austria,0.1885722,0.162048,0.2034838,0.2322513,0.2136448,10,6.832,1,0.5762346,8.930098,9.49425,33.8,0.2715751,1,0,1975,36,1,13.06413,0.2892413,1,1
BDI,Burundi,0.1310139,0.0867083,0.055178,0.4550149,0.2720848,14,,0,0.1580803,8.210668,6.644792,17,-0.0314605,0.15,0,1975,36,1,5.703063,0.1269359,1,1
BEL,Belgium,0.1837193,0.1724982,0.191574,0.2221769,0.2300316,15,7.878,1,0.4891019,9.189628,9.550781,34.1,0.2488989,1,0,1975,36,1,,,1,1
BEN,Benin,0.1536946,0.0889984,0.0538588,0.4423645,0.2610838,16,0.451,0,0.2527462,8.021585,6.887999,17.7,0.0168439,0.15,0,1975,36,1,9.604643,0.2689402,1,1
BFA,Burkina Faso,0.1342304,0.0825402,0.0521825,0.4844109,0.246636,17,,0.1666667,0.2186069,8.732627,6.581646,15.8,0.0254295,0.3,0,1975,36,1,5.604456,0.1423703,1,1
BOL,Bolivia,0.1553174,0.0945776,0.0554855,0.4304329,0.2641866,25,3.792,0.1666667,0.2650216,8.467793,7.980182,18.4,0.3005042,0.15,0,1975,36,1,7.29007,0.2027035,1,1
BRA,Brazil,0.1597133,0.097859,0.0600971,0.403126,0.2792046,26,2.78,0.5,0.2095222,11.59104,8.54979,19.4,0.2287187,0.3,0,1975,36,1,4.392264,0.1045514,1,1
BRB,Barbados,0.1382114,0.1300813,0.1382114,0.3170732,0.2764228,27,8.914,1,0.5263337,5.503704,9.018889,23.7,0.0919498,,0,1975,36,1,16.38361,0.5538424,,
BTN,Bhutan,0.1704835,0.1043257,0.057676,0.4113656,0.2561493,29,,0.5,,6.083269,,19.4,,0.1,0,1975,36,1,,,,
BWA,Botswana,0.1278649,0.0651387,0.0373945,0.4957781,0.2738239,30,1.658,0.8333333,0.3814571,6.632002,7.704757,15.2,0.2970884,0.85,0,1975,36,1,4.69358,0.1020084,,
CAF,Central African Republic,0.1618862,0.1079242,0.0656296,0.4137093,0.2508508,31,0.51,0,0.3906677,7.629004,7.544977,19.3,-0.0498832,0.15,0,1975,36,1,5.121983,0.1523281,1,1
CAN,Canada,0.182266,0.1501599,0.1234552,0.2617319,0.282387,32,9.539,1,0.4776652,10.0523,9.719351,27.4,0.2385744,1,0,1975,36,1,12.35727,0.3957854,1,1
CHE,Switzerland,0.2087409,0.1644052,0.1746608,0.224361,0.2278321,33,8.275,1,,8.764834,9.923444,33.1,0.2731606,1,0,1975,36,1,15.78507,0.4018745,1,1
CHL,Chile,0.1672956,0.109821,0.0786647,0.3685535,0.2756652,34,5.554,0,0.180744,9.243484,8.336102,21.2,0.1499436,0.15,0,1975,36,1,10.12527,0.2689291,1,1
CHN,China,0.1596992,0.1132218,0.069342,0.3948849,0.2628521,35,3.399,0,,13.7282,6.810732,20.6,0.2909325,0.1,0,1975,36,1,4.703275,0.1242054,1,1
CIV,Cote d'Ivoire,0.1657041,0.0882571,0.0408707,0.4540204,0.2511476,36,,0.1666667,0.2994878,8.818038,7.91229,17.4,0.2263473,0.05,0,1975,36,1,13.46768,0.3747672,1,1
CMR,Cameroon,0.1611794,0.0999603,0.0571202,0.434087,0.2476531,37,1.413,0.1666667,0.3813516,8.928243,7.550082,18.5,0.1713726,0.1,0,1975,36,1,9.020777,0.2711011,1,1
COG,"Congo, Rep.",0.1532988,0.0931436,0.0536869,0.4489004,0.2509702,38,1.926,0.3333333,,7.277248,7.08902,17.6,0.2178543,0.15,0,1975,36,1,19.26814,0.5968784,1,1
COL,Colombia,0.13984,0.0872769,0.0559518,0.4339415,0.2829899,39,3.977,0.8333333,0.2089988,10.14176,8.220092,17.9,0.1911246,0.9,0,1975,36,1,5.379678,0.1505511,1,1
CRI,Costa Rica,0.1404878,0.0921951,0.0687805,0.4141463,0.2843902,42,4.48,1,,7.584773,8.483473,18.7,0.1315533,1,0,1975,36,1,16.24104,0.4629771,1,1
CUB,Cuba,0.1718431,0.1156368,0.0987641,0.3734551,0.2403009,43,,0,,9.138414,,22.7,,0.15,0,1975,36,1,2.32746,0.0519,,
CYP,Cyprus,0.1776316,0.1332237,0.1381579,0.2598684,0.2911184,44,6.45,0.5,0.3669118,6.413459,8.415262,27.1,0.0132296,1,0,1975,36,1,19.69559,0.5055579,1,1
DEU,Germany,0.2136257,0.1592374,0.2042707,0.2152145,0.2076517,47,,,,11.27313,9.505297,35.4,0.2258682,,0,1975,36,1,9.970073,0.3122671,,
DEU_W,"Germany, West",,,,,,49,7.732,1,,,,,,1,0,1975,36,1,9.970073,0.3122671,,
DNK,Denmark,0.1882655,0.1691031,0.1872777,0.2259976,0.229356,52,8.951,1,0.6168017,8.529121,9.717537,33,0.2128516,1,0,1975,36,1,13.13615,0.3578253,1,1
DOM,Dominican Republic,0.1446117,0.0822108,0.0473455,0.4534469,0.2723851,53,3.128,0.5,0.2459207,8.526748,7.854886,17.1,0.2220987,0.35,0,1975,36,1,11.37359,0.3617665,1,1
DZA,Algeria,0.1317268,0.0829692,0.0608066,0.4760894,0.248408,54,1.085,0,0.5132669,9.681468,8.206531,16.2,0.3587663,0.05,0,1975,36,1,10.5873,0.3116979,1,
ECU,Ecuador,0.1476977,0.0874602,0.0611063,0.4381697,0.2655662,55,3.987,0,0.2312303,8.840291,8.160672,17.9,0.202506,0.25,0,1975,36,1,9.215925,0.2648821,1,1
EGY,"Egypt, Arab Rep.",0.1520655,0.1029965,0.0639499,0.4091372,0.2718508,56,1.32,0.1666667,0.544825,10.49927,7.43298,19.1,0.1226524,0.15,0,1975,36,1,8.37196,0.2311683,1,1
ESP,Spain,0.1871172,0.1654306,0.1438564,0.276111,0.2274847,58,4.493,0.3333333,0.4438666,10.47771,9.32349,29.7,0.2616795,,0,1975,36,1,7.037663,0.1745855,1,1
ETH_1,Ethiopia -pre 1993,0.1569141,0.0871618,0.0436378,0.4509999,0.2612864,61,,0,0.226705,10.46433,6.438396,,0.1135496,0.15,0,1975,36,1,4.747608,0.1307759,,
FIN,Finland,0.1887073,0.1662067,0.1551688,0.2201231,0.2697941,63,7.226,0.8333333,0.4429211,8.457656,9.541437,30.7,0.2872253,1,0,1975,36,1,9.851386,0.2747456,1,1
FJI,Fiji,0.1626298,0.0899654,0.0467128,0.3979239,0.3027682,64,5.117,0.8333333,0.4703039,6.356108,8.310014,19,0.1998577,0.95,0,1975,36,1,15.04285,0.4957621,,
FRA,France,0.1778436,0.1583362,0.1826825,0.2389844,0.2421534,65,6.084,1,0.6441504,10.87235,9.545926,31.6,0.2454498,0.9,0,1975,36,1,8.394865,0.2019469,1,1
GAB,Gabon,0.1680532,0.1331115,0.0998336,0.3577371,0.2412646,66,,0.1666667,,6.385194,8.955916,23.3,0.6421621,0.05,0,1975,36,1,17.66571,0.5331529,1,1
GBR,United Kingdom,0.1764695,0.1758922,0.1962076,0.2333742,0.2180565,67,8.009,1,0.4590974,10.93713,9.485318,33.9,0.1661546,1,0,1975,36,1,10.2095,0.280977,1,1
GHA,Ghana,0.1506407,0.0839471,0.0441933,0.4591868,0.2620321,70,2.065,0,0.2014034,9.193092,7.078761,17,0.1365512,0.15,0,1975,36,1,5.475016,0.1468468,1,1
GIN,Guinea,0.1530162,0.0902403,0.0443845,0.4477685,0.2645905,71,,0,,8.330623,7.788236,17.5,0.3133285,0.05,0,1975,36,1,8.229293,0.228865,1,
GMB,"Gambia, The",0.1837838,0.1009009,0.0468468,0.4234234,0.2450451,72,0.503,0.8333333,0.470386,6.306275,7.120737,19.3,0.1041777,0.9,0,1975,36,1,19.90417,0.528748,,
GNQ,Equatorial Guinea,0.1629956,0.1145374,0.0704846,0.4008811,0.2511013,74,,0.1666667,,5.416101,8.285317,20.2,0.0715014,0.15,0,1975,36,1,33.55605,0.6714277,,
GRC,Greece,0.1979443,0.1730769,0.1738506,0.2387268,0.2164014,75,5.674,0.8333333,0.4089774,9.110188,9.249929,33.9,0.2464428,0.9,0,1975,36,1,8.944602,0.2081623,1,1
GTM,Guatemala,0.1472495,0.086588,0.0442081,0.4565398,0.2654147,77,1.614,0.5,0.199541,8.70251,8.142745,17,0.1428454,0.35,0,1975,36,1,7.829564,0.2313622,1,1
GUY,Guyana,0.1364256,0.0886767,0.0545703,0.4420191,0.2783083,78,4.476,0.5,,6.598509,7.866194,17.4,0.3303579,0.55,0,1975,36,1,27.94865,0.9204712,,
HND,Honduras,0.1426202,0.0766169,0.0414594,0.4799337,0.2593698,79,2.092,0.1666667,,8.011355,7.593008,15.9,0.0996441,0.45,0,1975,36,1,12.78116,0.3930175,1,1
HTI,Haiti,0.1563008,0.1018293,0.0699187,0.4109756,0.2609756,81,1.073,0.1666667,,8.501063,6.826536,19.3,0.0649999,0,0,1975,36,1,12.38762,0.411682,,
IDN,Indonesia,0.1736323,0.0992971,0.05397,0.4136264,0.2594741,83,2.466,0.3333333,0.2411854,11.79501,7.256683,19.1,0.2666667,0.15,0,1975,36,1,10.35634,0.2813272,1,1
IND,India,0.1698692,0.1097114,0.0620089,0.398037,0.2603734,84,2.359,0.8333333,0.4906348,13.32687,6.997562,20,0.1995868,0.85,0,1975,36,1,2.589623,0.0614247,1,1
IRL,Ireland,0.1519824,0.1469478,0.1548143,0.312146,0.2341095,85,6.697,1,0.4173453,8.063693,9.045475,26.4,0.1308809,1,0,1975,36,1,23.99855,0.7469898,1,1
IRN,Iran,0.1404114,0.1060206,0.0548993,0.4450408,0.253628,86,1.487,0.1666667,0.7040718,10.41049,8.522073,17.6,0.3366924,0,0,1975,36,1,3.924164,0.098585,1,1
IRQ,Iraq,0.1491562,0.080294,0.040646,0.4660679,0.263836,87,1.329,0,,9.307467,,16.6,,0.15,0,1975,36,1,,,,
ISL,Iceland,0.1612903,0.1382488,0.1290323,0.2995392,0.2718894,88,6.648,1,0.5647696,5.384495,9.564708,25.4,0.2713434,1,0,1975,36,1,13.18866,0.3885491,1,1
ISR,Israel,0.1521739,0.1289458,0.1179273,0.3284693,0.2724836,89,7.862,0.8333333,0.3771309,8.147577,9.305582,24,-0.0341568,0.95,0,1975,36,1,12.21068,0.3627314,1,1
ITA,Italy,0.1977273,0.1708514,0.174044,0.2423521,0.2150252,90,5.281,1,0.3868344,10.92307,9.435337,33.4,0.2462961,1,0,1975,36,1,8.828086,0.2098868,1,1
JAM,Jamaica,0.1206554,0.1042701,0.0849057,0.4518372,0.2383317,91,3.375,1,0.4662274,7.607381,8.284571,17,0.1542071,1,0,1975,36,1,18.12767,0.6023927,1,1
JOR,Jordan,0.1548787,0.0764068,0.043366,0.4718637,0.2534848,92,2.911,0.1666667,0.3082924,7.501082,7.765361,16.4,-0.215339,0,0,1975,36,1,20.71925,0.3992633,1,1
JPN,Japan,0.2313762,0.1586026,0.1169972,0.2430777,0.2499462,93,7.36,0.8333333,0.3666475,11.62572,9.485228,30.4,0.3278027,1,0,1975,36,1,5.173276,0.1208052,1,1
KEN,Kenya,0.1245397,0.0776992,0.0485344,0.4953601,0.2538666,95,1.542,0.3333333,0.4089098,9.528139,7.036955,15.2,0.1345367,0.15,0,1975,36,1,10.46493,0.2434131,1,1
KHM,Cambodia,0.1655629,0.0942652,0.0464985,0.4227138,0.2709596,97,,0,,8.867568,,18.7,,,0,1975,36,1,,,,
KOE,Korea,0.1880812,0.1024231,0.058288,0.3788136,0.2723941,100,,,,10.84543,,,,,0,1975,36,1,,,,
KOR,"Korea, Rep.",0.1772392,0.1031179,0.0582483,0.3774943,0.2839002,101,5.768,0.3333333,0.2931599,10.4711,8.204275,19.9,0.1996136,0.1,0,1975,36,1,15.42806,0.4304069,1,1
KWT,Kuwait,0.1924603,0.0704365,0.0267857,0.4434524,0.2668651,102,3.031,0.5,0.2149366,6.914731,,18.2,,0.1,0,1975,36,1,,,,
LAO,Lao PDR,0.1666116,0.0975207,0.0456198,0.4208264,0.2694215,103,,0.1666667,,8.014336,,18.7,,0.15,0,1975,36,1,,,,
LBN,Lebanon,0.1489516,0.0997831,0.0751988,0.411786,0.2642806,104,,0.5,,7.988495,,18.9,,,0,1975,36,1,,,,
LBR,Liberia,0.1487243,0.0864966,0.044804,0.4567517,0.2632234,105,1.174,0.1666667,,7.383368,,17,,0.2,0,1975,36,1,,,,
LBY,Libya,0.1598528,0.079722,0.0372036,0.4603434,0.2628782,106,,0,,7.802209,,17,,0.15,0,1975,36,1,,,,
LIE,Liechtenstein,,,,,,108,,,,,,,,,0,1975,36,1,,,,
LKA,Sri Lanka,0.1660979,0.110089,0.0646142,0.3683976,0.2908012,109,4.028,0.8333333,,9.511333,7.41386,20.9,0.0810852,0.9,0,1975,36,1,15.02652,0.328927,1,1
LSO,Lesotho,0.1309315,0.1001757,0.0667838,0.4367311,0.2653778,110,3.356,0.3333333,,7.107426,6.959955,17.9,-0.70434,0.15,0,1975,36,1,2.069942,0.0511479,,
LUX,Luxembourg,0.2077562,0.166205,0.1855956,0.2160665,0.2243767,112,,0.8333333,0.6484474,5.887492,9.696674,34.4,0.1971352,,0,1975,36,1,,,1,1
MAR,Morocco,0.1403641,0.086449,0.0519503,0.4718289,0.2494077,114,,0.3333333,0.549943,9.758751,7.836394,16.3,0.1578369,0.05,0,1975,36,1,10.45547,0.2631935,1,1
MDG,Madagascar,0.1520061,0.0901152,0.0486014,0.4469055,0.2623718,116,,0.3333333,,8.964312,7.074652,17.5,0.0314851,0.2,0,1975,36,1,5.843162,0.1680703,1,1
MDV,Maldives,0.1459854,0.1021898,0.0729927,0.4160584,0.2627737,117,,0.5,,4.919981,,18.9,,,0,1975,36,1,,,,
MEX,Mexico,0.1405124,0.0786998,0.0565501,0.4648719,0.2593658,118,3.487,0.5,,10.98697,8.774226,16.6,0.2040783,0.2,0,1975,36,1,6.384725,0.2015837,1,1
MLI,Mali,0.1510094,0.0809092,0.0352885,0.4643141,0.2684788,120,0.228,0,0.2963766,8.683555,6.740712,16.7,-0.040892,0.15,0,1975,36,1,7.516511,0.1721571,1,1
MLT,Malta,0.1875,0.1578947,0.131579,0.2467105,0.2763158,121,5.497,1,0.4961219,5.793014,,28.8,,,0,1975,36,1,,,,
MMR,Myanmar,0.1525783,0.1076107,0.0641685,0.4085889,0.2670535,122,0.985,0.1666667,,10.31421,,19.5,,0.2,0,1975,36,1,,,,
MNG,Mongolia,0.1589496,0.0898411,0.0469938,0.4381479,0.2660677,123,,0,,7.277248,,18,,0.15,0,1975,36,1,,,,
MRT,Mauritania,0.1644413,0.0962755,0.0470836,0.4371047,0.2550949,126,,0.1666667,,7.223296,7.490358,18.2,0.0267654,0.15,0,1975,36,1,17.62322,0.4654907,1,1
MUS,Mauritius,0.1737668,0.0975336,0.044843,0.396861,0.2869955,127,3.649,0.8333333,0.5205737,6.793466,8.45127,19.5,0.2734765,0.95,0,1975,36,1,22.36097,0.6568313,,
MWI,Malawi,0.1510298,0.0819985,0.036804,0.4723493,0.2578185,128,2.224,0,0.4322122,8.56484,6.389271,16.4,0.1695299,0.05,0,1975,36,1,11.96109,0.3152706,1,
MYS,Malaysia,0.153137,0.0908053,0.055968,0.4209023,0.2791874,129,3.705,0.6666667,0.2584662,9.413934,8.186017,18.6,0.2582208,0.7,0,1975,36,1,25.75708,0.6470745,1,1
NER,Niger,0.137967,0.0788979,0.0400751,0.4836151,0.2594448,131,0.387,0,0.4206993,8.478868,7.056677,15.8,0.0256336,0.15,0,1975,36,1,8.71299,0.2467754,1,1
NGA,Nigeria,0.1526619,0.0898043,0.0481726,0.450297,0.2590643,132,,0.1666667,,11.02257,6.97206,17.4,0.2073793,0.15,0,1975,36,1,9.181337,0.2675873,1,1
NIC,Nicaragua,0.1345076,0.0780625,0.0396317,0.4807846,0.2670136,133,2.682,0.3333333,0.1838268,7.823246,8.372661,15.9,0.1252223,0.1,0,1975,36,1,12.22355,0.3281737,1,1
NLD,Netherlands,0.1841528,0.1548142,0.1513023,0.2533655,0.2563652,134,7.748,1,0.572597,9.522666,9.601299,29.4,0.2335244,1,0,1975,36,1,21.42536,0.5185029,1,1
NOR,Norway,0.1634232,0.1761477,0.1913673,0.238024,0.2310379,135,7.712,1,0.6163316,8.295798,9.54068,32.5,0.3140621,1,0,1975,36,1,13.17227,0.3790093,1,1
NPL,Nepal,0.1687449,0.1016202,0.0563727,0.4123049,0.2609572,136,0.136,0.1666667,,9.483188,6.784991,19.4,0.1002957,0.05,0,1975,36,1,4.368714,0.1135782,1,1
NZL,New Zealand,0.1693705,0.1450357,0.1271901,0.3001298,0.2582738,137,11.002,1,0.6558289,8.034955,9.628115,26.3,0.2070338,1,0,1975,36,1,11.32575,0.3337962,1,1
OMN,Oman,0.1459695,0.0708061,0.0424837,0.4705882,0.2701525,139,,0,0.6138084,6.741701,,16.4,,0,0,1975,36,1,,,,
PAK_1,Pakistan-pre-1972,0.155226,0.0953275,0.0556426,0.4339136,0.2598903,141,,,0.2308694,11.89562,,,,,0,1975,36,1,7.638485,0.1723914,,
PAN,Panama,0.149652,0.0916473,0.0643852,0.4286543,0.2656612,142,4.826,0,0.3159281,7.451822,8.346293,18.4,0.2896042,0.15,0,1975,36,1,25.79126,0.7279758,1,1
PER,Peru,0.1561243,0.0904953,0.0556032,0.4324253,0.2653519,144,4.005,0.1666667,0.1484089,9.626482,8.582943,18.2,0.1357078,0.15,0,1975,36,1,5.859814,0.1660216,1,1
PHL,Philippines,0.1502856,0.0802475,0.0494764,0.4420514,0.2779391,145,5.465,0.3333333,0.2138428,10.64595,7.935596,17.6,0.2476077,0.05,0,1975,36,1,10.69774,0.2890123,1,1
PRK,"Korea, Dem. Rep.",0.2119623,0.1008928,0.0583755,0.3817194,0.24705,149,,0,,9.681468,,21.6,,0.05,0,1975,36,1,,,,
PRT,Portugal,0.1783594,0.1604355,0.1435012,0.2791951,0.2385089,150,2.785,0.3333333,0.4784641,9.11526,8.914448,28.7,0.1084816,,0,1975,36,1,13.10051,0.3391661,1,1
PRY,Paraguay,0.1349624,0.0823308,0.0718045,0.4357143,0.275188,151,3.931,0.3333333,,7.885705,8.101874,17.8,0.1863663,0.1,0,1975,36,1,6.247283,0.1493349,1,1
RWA,Rwanda,0.1433107,0.076644,0.0380952,0.4848073,0.2571429,155,0.977,0,0.0762765,8.385716,6.752532,15.7,0.052113,0.15,0,1975,36,1,4.833595,0.1133017,1,1
SAU,Saudi Arabia,0.158577,0.0853558,0.0482625,0.4427744,0.2650303,157,,0.1666667,,8.888895,,17.9,,0,0,1975,36,1,,,,
SDN,Sudan,0.1593301,0.0886962,0.0455144,0.445933,0.2605263,159,0.483,0.1666667,,9.721006,,17.7,,0.15,0,1975,36,1,,,,
SEN,Senegal,0.1543261,0.0904742,0.047005,0.4480033,0.2601914,160,1.912,0.1666667,0.4623823,8.47762,7.362354,17.5,0.107519,0.2,0,1975,36,1,11.95828,0.3210016,,
SGP,Singapore,0.1668874,0.1068433,0.0671082,0.3284768,0.3306843,162,4.343,0.3333333,0.3284,7.724447,8.972173,21.9,0.2941307,0.4,0,1975,36,1,77.91476,1.903508,1,1
SLE,Sierra Leone,0.1653597,0.1022843,0.052165,0.424821,0.2553699,165,0.641,0.1666667,,7.983099,7.255608,18.8,-0.0054075,0.2,0,1975,36,1,6.234016,0.1699073,1,
SLV,El Salvador,0.1446602,0.0866505,0.0473301,0.4560679,0.2652913,166,2.572,0.8333333,0.272954,8.323608,8.403013,17,0.1695221,0.45,0,1975,36,1,10.93093,0.3054474,1,1
SOM,Somalia,0.1446541,0.0880503,0.0483793,0.460329,0.2585873,167,,0,0.3213172,8.327001,,16.9,,0.15,0,1975,36,1,,,,
SWE,Sweden,0.1858677,0.1817183,0.2102758,0.2068587,0.2152795,172,8.441,0.8333333,0.4503383,9.011035,9.708359,35.3,0.2553611,1,0,1975,36,1,12.79003,0.3633293,1,1
SWZ,Swaziland,0.1420233,0.0836576,0.0447471,0.4766537,0.2529183,173,3.024,0.1666667,0.3943671,6.177944,,16.2,,0,0,1975,36,1,,,,
SYR,Syrian Arab Republic,0.134358,0.0783093,0.0438585,0.4853584,0.2581158,175,2.166,0.1666667,0.2881204,8.914357,7.845409,15.7,0.1247268,0.05,0,1975,36,1,6.551595,0.13733,1,1
TCD,Chad,0.1606838,0.1020757,0.0566545,0.432967,0.247619,176,,0,,8.301521,6.977922,18.5,0.0910461,0.15,0,1975,36,1,3.991055,0.1029335,1,1
TGO,Togo,0.1515687,0.0883783,0.0494918,0.4524967,0.2580645,177,0.644,0,0.3131629,7.724888,7.054319,17.3,0.1737713,0.15,0,1975,36,1,17.58002,0.4666472,1,
THA,Thailand,0.1576462,0.0901562,0.0502724,0.4276063,0.2743189,178,3.552,0.8333333,0.1995054,10.63004,7.638207,18.2,0.2211604,0.65,0,1975,36,1,11.97121,0.2948792,1,1
TON,Tonga,0.1473684,0.0947368,0.0421053,0.4526316,0.2631579,181,,0.3333333,,4.49981,,16.9,,,0,1975,36,1,,,,
TTO,Trinidad and Tobago,0.1473788,0.1048467,0.0761622,0.3808111,0.2908012,182,4.992,0.8333333,0.4369494,6.919684,8.900778,20,0.4513311,0.9,0,1975,36,1,17.3848,0.5436143,1,1
TUN,Tunisia,0.1477233,0.0997176,0.0582421,0.4380515,0.2562654,183,1.25,0.1666667,0.4800358,8.632484,8.194864,17.7,0.2614563,0.05,0,1975,36,1,14.92438,0.4080073,1,
TUR,Turkey,0.1575329,0.0971477,0.0669186,0.4158703,0.2625305,184,2.263,0.8333333,0.3800739,10.59726,8.375748,19,0.1617211,0.95,0,1975,36,1,6.16083,0.122375,1,1
TWN,Taiwan,,,,,,186,5.04,0.1666667,0.3465604,,8.273167,,0.271157,0.15,0,1975,36,1,,,1,
TZA,Tanzania,0.1501329,0.0777551,0.0379504,0.4785215,0.25564,187,,0.1666667,0.3117196,9.674074,6.359638,16.1,0.1865515,0.15,0,1975,36,1,5.29486,0.1370969,1,
UGA,Uganda,0.1433346,0.0825288,0.0411251,0.4740067,0.2590048,188,1.239,0,,9.32613,6.425271,16.3,0.0300129,0.15,0,1975,36,1,4.907001,0.1305514,1,1
URY,Uruguay,0.1919406,0.1668434,0.1410392,0.2771297,0.223047,191,5.686,0.3333333,0.3525009,7.947679,8.779673,30,0.1540067,0.1,0,1975,36,1,8.600562,0.2039299,1,1
USA,United States,0.1724479,0.1603615,0.1480753,0.2517385,0.2673768,192,10.013,1,0.4061264,12.28291,9.800418,28.8,0.1835826,1,0,1975,36,1,3.683752,0.0987842,1,1
