code,country,age_midage,age_old,age_veryold,age_veryyoung,age_young,code_numeric,education,fhpolrigaug,laborshare,lpop,lrgdpch,medage,nsave,polity4,socialist,year,year_numeric,sample,worldincome,worlddemocracy,samplebalancefe,samplebalancegmm
SYR,Syrian Arab Republic,0.1513532,0.0696129,0.0426859,0.4446728,0.2916752,175,5.21,0,,9.562475,8.275031,17.3,0.2021042,0.05,0,1995,40,1,6.664771,0.1689719,1,1
TCD,Chad,0.145595,0.0833457,0.0509583,0.4596642,0.2604368,176,,0.1666667,,8.810907,6.796316,17,-0.0167131,0.3,0,1995,40,1,4.071505,0.1249482,1,1
TGO,Togo,0.1517188,0.0816749,0.047816,0.4492117,0.2695787,177,2.673,0.1666667,,8.271293,6.781268,17.4,0.1180569,0.4,0,1995,40,1,17.93707,0.5472314,1,
THA,Thailand,0.2209483,0.1181089,0.0728713,0.2873349,0.3007367,178,5.73,0.6666667,,10.97866,8.819564,25.4,0.3529692,0.95,0,1995,40,1,12.32019,0.3304847,1,1
TON,Tonga,0.1515152,0.1010101,0.0707071,0.3939394,0.2828283,181,,0.3333333,,4.574711,,20,,,0,1995,40,1,,,,
TTO,Trinidad and Tobago,0.2188739,0.1229183,0.0888184,0.3037272,0.2656622,182,7.189,1,,7.140453,9.126772,25.5,0.3003316,0.95,0,1995,40,1,17.73409,0.5513248,1,1
TUN,Tunisia,0.1915298,0.0973293,0.0781093,0.3451782,0.2878534,183,3.581,0.1666667,,9.100246,8.614884,22.5,0.2068234,0.35,0,1995,40,1,15.20024,0.4877793,1,
TUR,Turkey,0.1910258,0.1037577,0.0755827,0.3422863,0.2873474,184,4.574,0.3333333,,11.03064,8.717897,22.7,0.1890265,0.9,0,1995,40,1,6.275517,0.1520037,1,1
TWN,Taiwan,,,,,,186,8.028,0.6666667,,,9.601359,,0.2706938,0.85,0,1995,40,1,,,1,
TZA,Tanzania,0.1416578,0.0794839,0.0373756,0.4652663,0.2762164,187,,0.3333333,,10.29708,6.14666,16.6,0.0199173,0.45,0,1995,40,1,5.414562,0.1608665,1,
UGA,Uganda,0.1290386,0.071721,0.0411878,0.4919351,0.2661175,188,2.696,0.3333333,,9.863707,6.692755,15.4,0.0709762,0.3,0,1995,40,1,5.021784,0.1423554,1,1
URY,Uruguay,0.1928571,0.1518634,0.1698758,0.2503106,0.2350932,191,6.877,0.8333333,,8.076515,9.081685,31.1,0.1282414,1,0,1995,40,1,8.785756,0.2534342,1,1
USA,United States,0.2450286,0.1608667,0.1614113,0.2219275,0.2107659,192,12.179,1,,12.48673,10.25446,34,0.1697782,1,0,1995,40,1,3.773527,0.1137171,1,1
VCT,St. Vincent and the Grenadines,0.1666667,0.0877193,0.0877193,0.368421,0.2894737,195,,0.8333333,,4.70953,8.723261,20.8,0.1575919,,0,1995,40,1,21.62699,0.7891212,,
VEN,"Venezuela, RB",0.1964824,0.1029237,0.0612608,0.3620831,0.2772499,196,5.35,0.6666667,,9.991681,8.866961,21.9,0.2341749,0.9,0,1995,40,1,9.394841,0.3123766,1,1
VNM,Vietnam,0.188413,0.0810132,0.0741626,0.3693575,0.2870538,197,,0,,11.19794,7.327942,21.3,0.1630824,0.15,0,1995,40,1,0.6263555,0.018731,,
VNM_N,"Vietnam, North",,,,,,198,,,,,,,,,0,1995,40,1,0.6263555,0.018731,,
VNM_S,"Vietnam, South",,,,,,199,,,,,,,,,0,1995,40,1,0.6263555,0.018731,,
VUT,Vanuatu,0.1627907,0.0872093,0.0465116,0.4360465,0.2674419,200,,1,,5.126342,,18.4,,,0,1995,40,1,,,,
YEM,Yemen,0.1449544,0.0691707,0.0394789,0.4985452,0.2478508,203,,0.3333333,,9.62905,6.775308,15.1,0.0222668,0.4,0,1995,40,1,,,,
YEM_N,"Yemen, N.Arab",,,,,,204,,,,,,,,,0,1995,40,1,,,,
YEM_S,"Yemen, South",,,,,,205,,,,,,,,,0,1995,40,1,,,,
ZAF,South Africa,0.1875535,0.1000562,0.0537298,0.3665307,0.2921299,208,8.072,1,,10.57439,8.884942,21.4,0.1914037,0.95,0,1995,40,1,8.267133,0.2877093,1,1
ZAR,"Congo, Dem. Rep.",0.1391073,0.0789942,0.0440259,0.4713742,0.2664984,209,2.992,0,,10.68848,5.773925,16.3,0.1414523,,0,1995,40,1,4.715218,0.1457672,1,1
ZMB,Zambia,0.1394728,0.078967,0.0441789,0.4584356,0.2789457,210,5.556,0.6666667,,9.102756,6.702427,16.9,0.0824158,0.8,0,1995,40,1,14.92062,0.4375336,1,
ZWE,Zimbabwe,0.1467303,0.070168,0.046125,0.4547702,0.2822065,211,4.428,0.3333333,,9.347926,7.882274,17,0.1696271,0.2,0,1995,40,1,7.164179,0.2412077,,
ADO,Andorra,,,,,,1,,1,,4.204693,,,,,0,2000,41,1,,,,
AFG,Afghanistan,0.1606208,0.0898934,0.0468867,0.434742,0.2678571,2,,0,,10.18678,,18.1,,0.15,0,2000,41,1,,,,
AGO,Angola,0.1417151,0.0801034,0.0440891,0.4730297,0.2610627,3,,0.1666667,,9.48296,,16.3,,0.35,0,2000,41,1,13.44528,0.4496929,,
ARE,United Arab Emirates,0.3421986,0.127305,0.0216312,0.2684397,0.2404255,5,,0.1666667,,7.974216,,29.6,,0.1,0,2000,41,1,,,,
ARG,Argentina,0.1878136,0.1454388,0.134272,0.2768787,0.2555969,6,,1,,10.51954,9.306237,27.9,0.1529234,0.9,0,2000,41,1,3.191718,0.0968121,1,1
ATG,Antigua,,,,,,8,,0.5,,4.219508,9.722494,,0.2113955,,0,2000,41,1,9.073149,0.3190463,,
AUS,Australia,0.2273273,0.1854018,0.1638908,0.2051376,0.2182426,9,,1,,9.861728,10.14875,35.2,0.2121625,1,0,2000,41,1,6.817255,0.2065926,1,1
AUT,Austria,0.2520677,0.1872608,0.206888,0.1665227,0.1872608,10,,1,,9.000883,10.07224,38.3,0.2356497,1,0,2000,41,1,13.3477,0.4463326,1,1
BDI,Burundi,0.1303654,0.0730812,0.0443593,0.4799745,0.2722196,14,,0.1666667,,8.825706,6.25998,15.8,-0.0523435,0.45,0,2000,41,1,5.862669,0.1639201,1,1
BEL,Belgium,0.2294187,0.1881584,0.2213227,0.1743075,0.1867928,15,,1,,9.235229,10.07665,39.1,0.2475129,1,0,2000,41,1,,,1,1
BEN,Benin,0.1511497,0.0749317,0.0416466,0.4626146,0.2696575,16,,0.8333333,,8.743851,7.101663,16.6,0.0616483,0.8,0,2000,41,1,9.871104,0.3171897,1,1
BFA,Burkina Faso,0.1295363,0.0601478,0.0409946,0.4892473,0.2800739,17,,0.5,,9.330255,6.863626,15.5,0.0870679,0.35,0,2000,41,1,5.738068,0.1605044,1,1
BGD,Bangladesh,0.1816719,0.0919088,0.0496839,0.3918899,0.2848454,18,,0.6666667,,11.78333,7.428857,20,0.1777121,0.8,0,2000,41,1,4.344955,0.1099605,,
BHR,Bahrain,0.2880355,0.1078287,0.0384047,0.2983752,0.267356,20,,0,,6.474388,,26.9,,0.05,0,2000,41,1,,,,
BHS,Bahamas,0.2266667,0.1233333,0.08,0.2966667,0.2733333,21,,1,,5.720312,,26.1,,,0,2000,41,1,,,,
BLZ,Belize,0.1722689,0.0798319,0.0588235,0.3907563,0.2983193,24,,1,,5.480639,8.79349,19.8,0.1467398,,0,2000,41,1,27.55316,0.9375408,,
BOL,Bolivia,0.1691512,0.0993027,0.064679,0.3958884,0.2709786,25,,1,,9.027463,7.909896,20.1,0.1065936,0.95,0,2000,41,1,7.470857,0.2500236,1,1
BRA,Brazil,0.2178643,0.1261504,0.0781629,0.2932856,0.2845368,26,,0.6666667,,12.04414,8.880447,25.4,0.1926606,0.9,0,2000,41,1,4.519682,0.125778,1,1
BRB,Barbados,0.2593985,0.1541353,0.131579,0.2067669,0.2481203,27,,1,,5.587249,9.705969,32.6,0.1275509,,0,2000,41,1,16.78931,0.5722204,,
BRN,Brunei,0.2447761,0.1074627,0.0447761,0.3134328,0.2895522,28,,0,,5.823046,,25,,,0,2000,41,1,,,,
BTN,Bhutan,0.1469447,0.0940834,0.0654704,0.4272551,0.2662463,29,,0,,6.690842,,18.3,,0.1,0,2000,41,1,,,,
BWA,Botswana,0.1646377,0.0823188,0.0417391,0.4034783,0.3078261,30,,0.8333333,,7.423568,,19.1,,0.95,0,2000,41,1,4.831022,0.1134416,,
CAF,Central African Republic,0.1491252,0.0893674,0.0602961,0.4304172,0.2707941,31,,0.6666667,,8.220673,,18.3,,0.75,0,2000,41,1,5.260699,0.1703946,1,1
CAN,Canada,0.2470508,0.1932339,0.1673979,0.1901791,0.2021384,32,,1,,10.33429,10.20005,36.9,0.258843,1,0,2000,41,1,12.72554,0.4160669,1,1
CHE,Switzerland,0.2416004,0.2100934,0.2130211,0.1667364,0.1685487,33,,1,,8.879055,10.18164,40.2,0.259531,1,0,2000,41,1,16.17431,0.5406576,1,1
CHL,Chile,0.2285358,0.1423504,0.1026736,0.2843066,0.2421336,34,,0.8333333,,9.629794,9.202866,28.3,0.2450331,0.95,0,2000,41,1,10.40528,0.3317361,1,1
CHN,China,0.2470129,0.1527834,0.1009656,0.2483515,0.2508867,35,,0,,14.04857,8.22879,30,0.3388234,0.15,0,2000,41,1,4.860747,0.151247,1,1
CIV,Cote d'Ivoire,0.1474695,0.0904151,0.0499147,0.4274973,0.2847033,36,,0.1666667,,9.681156,7.533251,18.1,0.1878089,0.7,0,2000,41,1,13.81883,0.4520413,1,1
CMR,Cameroon,0.1497089,0.0863324,0.0557687,0.4302064,0.2779836,37,,0,,9.607505,7.62151,18.1,0.2038752,0.3,0,2000,41,1,9.255322,0.3107166,1,1
COG,"Congo, Rep.",0.1409104,0.0779936,0.0463903,0.4639026,0.2708031,38,,0.1666667,,8.01235,7.500045,16.7,0.5643525,0.2,0,2000,41,1,19.80907,0.6642362,1,1
COL,Colombia,0.2147775,0.115675,0.0691628,0.3277221,0.2726625,39,,0.5,,10.65253,8.591086,24,0.1369539,0.85,0,2000,41,1,5.520301,0.1861988,1,1
COM,Comoros,0.1586402,0.0793201,0.0396601,0.4291785,0.2932011,40,,0.1666667,,6.324359,7.363977,18,0.0420033,0.45,0,2000,41,1,12.39616,0.4107894,,
CPV,Cape Verde,0.1666667,0.0616438,0.06621,0.4155251,0.2899543,41,,1,,6.074909,8.300804,18.5,-0.1898387,,0,2000,41,1,10.76009,0.3798226,,
CRI,Costa Rica,0.2212885,0.1153552,0.0763942,0.3177998,0.2691622,42,,1,,8.245384,8.677622,24.5,0.1912065,1,0,2000,41,1,16.66907,0.5542914,1,1
CUB,Cuba,0.2545081,0.1669345,0.1378325,0.212105,0.2286199,43,,0,,9.322598,,33,,0.15,0,2000,41,1,2.38908,0.0715212,,
CYP,Cyprus,0.2145594,0.1762452,0.155811,0.2311622,0.2222222,44,,1,,6.629363,,33.4,,1,0,2000,41,1,20.12663,0.5805809,1,1
DEU,Germany,0.2482986,0.1905109,0.23205,0.156288,0.1728526,47,,1,,11.31703,10.03695,39.9,0.2263252,1,0,2000,41,1,10.22772,0.3380026,,
DEU_W,"Germany, West",,,,,,49,,,,,,,,,0,2000,41,1,10.22772,0.3380026,,
DJI,Djibouti,0.1606607,0.0900901,0.048048,0.4324324,0.2687688,50,,0.5,,6.448889,,18.3,,0.6,0,2000,41,1,,,,
DMA,Dominica,,,,,,51,,1,,4.276666,8.906344,,0.1599013,,0,2000,41,1,25.65265,0.9149551,,
DNK,Denmark,0.2233703,0.2098441,0.1996994,0.1829795,0.1841067,52,,1,,8.582981,10.18898,38.7,0.2747684,1,0,2000,41,1,13.45445,0.4657982,1,1
DOM,Dominican Republic,0.2039741,0.1113239,0.0665549,0.3351688,0.2829782,53,,0.8333333,,9.032767,8.569816,23.1,0.1414716,0.9,0,2000,41,1,11.69313,0.3839834,1,1
DZA,Algeria,0.191668,0.0928749,0.0604728,0.3511986,0.3037857,54,,0.1666667,,10.3217,8.496084,21.7,0.4422837,0.35,0,2000,41,1,10.84932,0.3706779,1,
ECU,Ecuador,0.1923356,0.1072377,0.0708478,0.3407938,0.2887851,55,,0.6666667,,9.445096,8.151236,22.7,0.2831467,0.8,0,2000,41,1,9.488379,0.313868,1,1
EGY,"Egypt, Arab Rep.",0.1769739,0.1126815,0.0682314,0.3630208,0.2790924,56,,0.1666667,,11.06626,8.339016,21.3,0.1727003,0.2,0,2000,41,1,8.589085,0.2831461,1,1
ERI,Eritrea,0.153141,0.0792666,0.0353195,0.458075,0.2741979,57,,0,,8.31801,,16.9,,0.2,0,2000,41,1,,,,
ESP,Spain,0.233627,0.1731897,0.2124015,0.145977,0.2348048,58,,1,,10.60905,9.800728,37.4,0.2338855,1,0,2000,41,1,7.226731,0.211137,1,1
ETH,Ethiopia 1993-,0.1470499,0.0830614,0.0455862,0.4593536,0.2649489,60,,0.3333333,,11.07128,6.452979,16.9,-0.011257,0.55,0,2000,41,1,4.87177,0.1564579,,
ETH_1,Ethiopia -pre 1993,0.1473759,0.0828583,0.0450367,0.4592851,0.265444,61,,,,11.13305,,,,,0,2000,41,1,4.87177,0.1564579,,
FIN,Finland,0.215762,0.2176936,0.1993432,0.181186,0.1860151,63,,1,,8.551015,10.07711,39.4,0.2975171,1,0,2000,41,1,10.08422,0.3459611,1,1
FJI,Fiji,0.2054121,0.1217712,0.0578106,0.3345633,0.2804428,64,,0.1666667,,6.699377,,23.1,,,0,2000,41,1,15.59192,0.5122529,,
FRA,France,0.2177887,0.1873651,0.205056,0.1881577,0.2016325,65,,1,,10.98348,10.01493,37.6,0.2196238,0.95,0,2000,41,1,8.612501,0.2668552,1,1
GAB,Gabon,0.1558029,0.0874404,0.0627981,0.4157393,0.2782194,66,,0.3333333,,7.114769,9.036213,18.9,0.2843305,0.3,0,2000,41,1,18.12493,0.6087885,1,1
GBR,United Kingdom,0.226056,0.1880591,0.2069553,0.1908364,0.1880932,67,,1,,10.98054,10.00738,37.7,0.1600287,1,0,2000,41,1,10.49974,0.3463589,1,1
GHA,Ghana,0.1582708,0.0872761,0.0504262,0.4107589,0.293268,70,,0.8333333,,9.868171,7.208454,18.8,0.0345588,0.6,0,2000,41,1,5.613564,0.1793632,1,1
GIN,Guinea,0.1551257,0.0841548,0.0450961,0.4423361,0.2732873,71,,0.1666667,,8.911261,7.948218,17.6,0.167078,0.45,0,2000,41,1,8.4468,0.2785465,1,
GMB,"Gambia, The",0.1714939,0.101372,0.0556402,0.4131097,0.2583841,72,,0,,7.172425,7.104079,19.4,0.0412992,0.25,0,2000,41,1,20.48571,0.6412848,,
GNB,Guinea-Bissau,0.1419166,0.0811997,0.049744,0.467447,0.2596928,73,,0.5,,7.089243,6.533538,16.6,-0.0873915,0.75,0,2000,41,1,10.87722,0.3678888,,
GNQ,Equatorial Guinea,0.1553611,0.0962801,0.059081,0.4354486,0.2538293,74,,0,,6.124683,8.189795,18.2,0.7396171,0.25,0,2000,41,1,34.37441,1.103191,,
GRC,Greece,0.2184203,0.1837446,0.2334648,0.1509036,0.2134667,75,,1,,9.264829,9.589738,39.1,0.1474347,1,0,2000,41,1,9.17522,0.268429,1,1
GRD,Grenada,,,,,,76,,1,,4.59512,8.728799,,0.2407653,,0,2000,41,1,15.84293,0.5616596,,
GTM,Guatemala,0.147584,0.0796569,0.0530462,0.4356618,0.2840511,77,,0.6666667,,9.340078,8.272367,17.8,0.0886252,0.9,0,2000,41,1,8.038568,0.2659636,1,1
GUY,Guyana,0.2102497,0.1051248,0.0696452,0.304862,0.3101183,78,,0.8333333,,6.634634,,24.1,,0.8,0,2000,41,1,28.6025,0.9810974,,
HND,Honduras,0.1648335,0.0807126,0.0520527,0.4165763,0.285825,79,,0.6666667,,8.766706,7.625558,18.7,0.2099019,0.85,0,2000,41,1,13.12324,0.4400804,1,1
HTI,Haiti,0.1515114,0.0899326,0.0585811,0.4044467,0.2955284,81,,0.1666667,,8.982059,,18.9,,0.4,0,2000,41,1,12.74375,0.4310047,,
IDN,Indonesia,0.2096011,0.1165727,0.0764137,0.308694,0.2887185,83,,0.6666667,,12.23692,8.200371,24.6,0.2577798,0.85,0,2000,41,1,10.84847,0.3260566,1,1
IND,India,0.197344,0.1174746,0.0754798,0.3413758,0.2683259,84,,0.8333333,,13.83131,7.815578,23.4,0.2131931,0.95,0,2000,41,1,2.676295,0.071777,1,1
IRL,Ireland,0.2044503,0.1696335,0.1520942,0.2151832,0.2586387,85,,1,,8.241177,10.18039,31.9,0.3886285,1,0,2000,41,1,24.56856,0.8481937,1,1
IRN,Iran,0.175742,0.0938836,0.063768,0.3522064,0.3144001,86,,0.1666667,,11.06137,8.698613,20.6,0.3419921,0.65,0,2000,41,1,4.042458,0.1270858,1,1
IRQ,Iraq,0.164449,0.0882746,0.0454291,0.4205314,0.2813159,87,,0,,10.05466,,18.7,,0.05,0,2000,41,1,,,,
ISL,Iceland,0.2234043,0.1666667,0.1524823,0.2340426,0.2234043,88,,1,,5.634789,10.11767,32.9,0.1730712,1,0,2000,41,1,13.52113,0.4783092,1,1
ISR,Israel,0.1890416,0.14683,0.1312697,0.2827346,0.2501242,89,,1,,8.737647,9.738237,27.9,0.1245903,1,0,2000,41,1,12.53776,0.4294694,1,1
ITA,Italy,0.2312813,0.1918277,0.240632,0.1429192,0.1933398,90,,1,,10.96284,9.988757,40.2,0.2158005,1,0,2000,41,1,9.050223,0.269807,1,1
JAM,Jamaica,0.1975213,0.1053447,0.0960496,0.3156468,0.2854376,91,,0.8333333,,7.852828,8.214085,24.1,0.1562087,0.95,0,2000,41,1,18.58862,0.6303537,1,1
JOR,Jordan,0.1785502,0.0790467,0.0460775,0.3886792,0.3076465,92,,0.5,,8.494295,8.267375,20.1,-0.0592941,0.4,0,2000,41,1,21.35689,0.4456582,1,1
JPN,Japan,0.1946172,0.2214919,0.2326385,0.1463939,0.2048585,93,,1,,11.75092,10.11356,41.3,0.2737355,1,0,2000,41,1,5.380269,0.1366271,1,1
KEN,Kenya,0.1465746,0.0708324,0.0422899,0.4336356,0.3066675,95,,0.1666667,,10.31201,7.126381,17.7,0.0352645,0.4,0,2000,41,1,10.79068,0.280056,1,1
KHM,Cambodia,0.1669836,0.0913655,0.0446558,0.4324838,0.2645112,97,,0.1666667,,9.394429,,17.5,,0.6,0,2000,41,1,,,,
KIR,Kiribati,,,,,,98,,1,,4.507557,,,,,0,2000,41,1,,,,
KNA,St. Kitts and Nevis,,,,,,99,,1,,3.78419,9.522664,,0.1758319,,0,2000,41,1,18.83985,0.6491381,,
KOE,Korea,0.2570907,0.1541155,0.1071139,0.2271359,0.2545439,100,,,,11.14585,,,,,0,2000,41,1,,,,
KOR,"Korea, Rep.",0.2649728,0.1567204,0.1103021,0.2091171,0.2588876,101,,0.8333333,,10.75807,9.672554,31.8,0.3250219,0.9,0,2000,41,1,15.9349,0.4782194,1,1
KWT,Kuwait,0.3374889,0.1055209,0.0249332,0.2658059,0.2662511,102,,0.5,,7.593072,,28.6,,0.15,0,2000,41,1,,,,
LAO,Lao PDR,0.1633194,0.0833649,0.0560819,0.4274346,0.2697992,103,,0,,8.571492,,18.5,,0.15,0,2000,41,1,,,,
LBN,Lebanon,0.218741,0.1037655,0.0862317,0.3072722,0.2839896,104,,0.1666667,,8.372861,8.663174,25.2,-0.0672574,,0,2000,41,1,,,,
LBR,Liberia,0.1471788,0.0761387,0.0363698,0.4656696,0.2746431,105,,0.3333333,,8.048788,,16.6,,0.5,0,2000,41,1,,,,
LBY,Libya,0.1743698,0.1080978,0.0569137,0.329068,0.3315508,106,,0,,8.573573,,21.8,,0.15,0,2000,41,1,,,,
LCA,St. Lucia,0.2040816,0.1020408,0.0748299,0.3129252,0.3061225,107,,1,,5.045359,8.753119,23.8,0.1464411,,0,2000,41,1,16.43258,0.5921781,,
LIE,Liechtenstein,,,,,,108,,1,,3.465736,,,,,0,2000,41,1,,,,
LKA,Sri Lanka,0.2286221,0.1424653,0.0982037,0.2595999,0.271109,109,,0.6666667,,9.823741,8.10163,28.1,0.1719745,0.75,0,2000,41,1,15.66551,0.3630562,1,1
LSO,Lesotho,0.135014,0.0901961,0.0683473,0.4056022,0.3008403,110,,0.5,,7.618251,7.37254,18.8,-0.1951468,,0,2000,41,1,2.122393,0.0691969,,
LUX,Luxembourg,0.2568807,0.1811927,0.1857798,0.1880734,0.1880734,112,,1,,6.082219,10.6917,37,0.4454596,,0,2000,41,1,,,1,1
MAR,Morocco,0.2031266,0.1009792,0.0654183,0.3294279,0.3010479,114,,0.3333333,,10.26483,8.220592,23,0.1840248,0.2,0,2000,41,1,10.71172,0.3196342,1,1
MDG,Madagascar,0.1569192,0.0827176,0.0473388,0.4472761,0.2657483,116,,0.8333333,,9.650078,6.728495,17.5,0.0602823,0.85,0,2000,41,1,6.013799,0.1889472,1,1
MDV,Maldives,0.1517241,0.0793103,0.0517241,0.437931,0.2793103,117,,0.1666667,,5.613128,,17.7,,,0,2000,41,1,,,,
MEX,Mexico,0.190905,0.1058989,0.06942,0.3382558,0.2955202,118,,0.8333333,,11.49238,9.078218,22.9,0.2139349,0.9,0,2000,41,1,6.567544,0.2204007,1,1
MLI,Mali,0.1305334,0.0658547,0.0385552,0.4909702,0.2740865,120,,0.8333333,,9.290998,6.876678,15.4,0.0727384,0.8,0,2000,41,1,7.70611,0.209776,1,1
MLT,Malta,0.2056555,0.2056555,0.1696658,0.2005141,0.218509,121,,1,,5.966147,,36.5,,,0,2000,41,1,,,,
MMR,Myanmar,0.1960079,0.1158295,0.0680843,0.3308514,0.2892268,122,,0,,10.77371,,23.4,,0.15,0,2000,41,1,,,,
MNG,Mongolia,0.2052,0.084,0.056,0.352,0.3028,123,,0.8333333,,7.78239,,21.8,,1,0,2000,41,1,,,,
MOZ,Mozambique,0.1505515,0.0847657,0.0501652,0.4410167,0.2735009,125,,0.6666667,,9.780811,6.944121,17.8,0.0941696,0.8,0,2000,41,1,7.731476,0.2137829,,
MRT,Mauritania,0.1558245,0.0858548,0.0533283,0.4326778,0.2723147,126,,0.1666667,,7.887959,,18.2,,0.2,0,2000,41,1,18.07863,0.5871727,1,1
MUS,Mauritius,0.2470489,0.1458685,0.0885329,0.257167,0.2613828,127,,1,,7.079185,9.541922,28.9,0.2221314,1,0,2000,41,1,22.99719,0.7270118,,
MWI,Malawi,0.144679,0.080387,0.0521548,0.4560246,0.2667546,128,,0.6666667,,9.240967,6.664136,17.1,0.0111679,0.85,0,2000,41,1,12.25903,0.4100625,1,
MYS,Malaysia,0.208904,0.119647,0.0647363,0.3374636,0.2692492,129,,0.3333333,,10.05492,9.202227,23.6,0.4675549,0.65,0,2000,41,1,27.50508,0.7438934,1,1
NAM,Namibia,0.1612051,0.0819239,0.0539112,0.4323467,0.2706131,130,,0.8333333,,7.471363,,18.4,,0.8,0,2000,41,1,1.347925,0.0467364,,
NER,Niger,0.1367657,0.0663812,0.033144,0.4985569,0.2651522,131,,0.5,,9.29026,6.774415,15.1,0.0291635,0.7,0,2000,41,1,8.911929,0.2836281,1,1
NGA,Nigeria,0.148101,0.0821467,0.0476879,0.4503251,0.2717393,132,,0.5,,11.75123,6.560809,17.3,0.3414518,0.7,0,2000,41,1,9.427725,0.3202406,1,1
NIC,Nicaragua,0.1580919,0.0772718,0.0459294,0.4261778,0.2925291,133,,0.6666667,,8.531293,7.47715,18.1,-0.0658507,0.9,0,2000,41,1,12.54686,0.4093478,1,1
NLD,Netherlands,0.2450456,0.2002517,0.1822586,0.1846493,0.1877949,134,,1,,9.675268,10.09876,37.6,0.2743052,1,0,2000,41,1,21.96224,0.7092507,1,1
NOR,Norway,0.222769,0.192127,0.195482,0.198166,0.191456,135,,1,,8.409831,10.20583,37.2,0.38265,1,0,2000,41,1,13.48665,0.477173,1,1
NPL,Nepal,0.1673754,0.0980609,0.0576629,0.4065317,0.2703691,136,,0.6666667,,10.04512,7.285717,19.5,0.1596949,0.8,0,2000,41,1,4.569488,0.1342756,1,1
NZL,New Zealand,0.2313591,0.1776838,0.1567954,0.2292438,0.204918,137,,1,,8.250829,9.842444,34.5,0.2270255,1,0,2000,41,1,11.74048,0.3673591,1,1
OMN,Oman,0.2138751,0.0808739,0.0333461,0.3760061,0.2958988,139,,0.1666667,,7.787382,,21.2,,0.05,0,2000,41,1,,,,
PAK,Pakistan-post-1972,0.1626114,0.0962686,0.0569634,0.4203837,0.2637729,140,,0.1666667,,11.83559,7.604745,18.8,0.1205651,0.2,0,2000,41,1,7.896232,0.1978253,,
PAK_1,Pakistan-pre-1972,0.171982,0.0941252,0.0533847,0.4063755,0.2741327,141,,,,12.50295,,,,,0,2000,41,1,7.896232,0.1978253,,
PAN,Panama,0.2094915,0.1183051,0.079322,0.3186441,0.2742373,142,,1,,7.956477,8.710505,24.8,0.2437697,0.95,0,2000,41,1,26.66138,0.8619643,1,1
PER,Peru,0.1918468,0.1090047,0.0713598,0.3451624,0.2826263,144,,0.6666667,,10.1635,8.431426,22.7,0.1822068,,0,2000,41,1,6.02386,0.1972513,1,1
PHL,Philippines,0.1825891,0.1006591,0.0554213,0.3753616,0.285969,145,,0.8333333,,11.2467,8.138867,20.9,0.2333629,0.9,0,2000,41,1,11.10482,0.3229908,1,1
PNG,Papua New Guinea,0.1811363,0.0860679,0.040315,0.415526,0.2769548,147,,0.8333333,,8.542861,,19.1,,1,0,2000,41,1,21.03693,0.6993653,,
PRK,"Korea, Dem. Rep.",0.2405137,0.1486371,0.1004086,0.2650321,0.2454084,149,,0,,10.01091,,29.4,,0.05,0,2000,41,1,,,,
PRT,Portugal,0.2159329,0.179994,0.2084456,0.1669162,0.2287112,150,,1,,9.21114,9.675546,37,0.1808356,1,0,2000,41,1,13.4446,0.4299585,1,1
PRY,Paraguay,0.1816685,0.0951336,0.0532382,0.3966337,0.273326,151,,0.5,,8.569786,8.451826,19.7,0.0694391,0.85,0,2000,41,1,6.41567,0.1984389,1,1
QAT,Qatar,0.3453608,0.1512028,0.0274914,0.2697594,0.2061856,152,,0.1666667,,6.371424,,31,,0,0,2000,41,1,,,,
RWA,Rwanda,0.1447437,0.0750906,0.0396168,0.4537804,0.2867685,155,,0,,8.950144,6.797143,17,-0.005577,0.3,0,2000,41,1,4.976382,0.1368428,1,1
SAU,Saudi Arabia,0.2117217,0.0808687,0.0412245,0.3966226,0.2695625,157,,0,,9.939007,,20.6,,0,0,2000,41,1,,,,
SDN,Sudan,0.1692009,0.0958773,0.0545871,0.4009734,0.2793612,159,,0,,10.3448,,19.7,,0.15,0,2000,41,1,,,,
SEN,Senegal,0.1556478,0.0830406,0.0403492,0.441499,0.2794634,160,,0.6666667,,9.1622,7.391289,17.6,0.1086118,0.9,0,2000,41,1,12.31355,0.3708526,,
SGP,Singapore,0.2909816,0.186846,0.1053812,0.2174888,0.1993024,162,,0.3333333,,8.298539,,34.5,0.4955675,0.4,0,2000,41,1,81.01788,2.033485,1,1
SLB,Solomon Islands,0.1533181,0.0800915,0.0434783,0.4324943,0.2906179,164,,0.5,,6.037871,,18,,,0,2000,41,1,,,,
SLE,Sierra Leone,0.1565119,0.0892412,0.0477916,0.4391846,0.2672707,165,,0.5,,8.523374,,17.9,-0.0809595,,0,2000,41,1,6.386576,0.2079101,1,
SLV,El Salvador,0.169942,0.0993879,0.0732925,0.3564755,0.3009021,166,,0.8333333,,8.744488,8.39732,21.8,0.0184227,0.85,0,2000,41,1,11.23394,0.3703299,1,1
SOM,Somalia,0.1438073,0.0741972,0.0387615,0.477867,0.265367,167,,0.1666667,,9.080004,,16,,,0,2000,41,1,,,,
STP,Sao Tome and Principe,0.1409396,0.0671141,0.0671141,0.409396,0.3154362,168,,1,,4.997212,,18.4,-0.0994624,,0,2000,41,1,18.98115,0.6930238,,
SUR,Suriname,0.2141176,0.0847059,0.08,0.3176471,0.3035294,169,,1,,6.033086,,23.5,,,0,2000,41,1,,,,
